UID	C2PJTACXX_4_TACAGC_1.bed	C3B9JACXX_2_CCGTCC_1.bed	C2F7PACXX_7_AGTTCC_1.bed	C2NC1ACXX_3_ATTCCT_1.bed	SRS380396_1.bed	SRS606816_1.bed	C2EJBACXX_2_AGGCCG_1.bed	D2GEUACXX_7_CAACTA_1.bed	C2F5LACXX_8_CCACGC_1.bed	SRS380430_1.bed	C2PJTACXX_6_CTCAGA_1.bed	C2F5LACXX_6_GCAAGG_1.bed	C37FTACXX_4_ACTCTC_1.bed	C2F8BACXX_5_TACAGC_1.bed	C2F8BACXX_3_ATGTCA_1.bed	C2MRVACXX_7_CCTTAG_1.bed	SRS380435_1.bed	SRS380365_1.bed	C2F8BACXX_6_ATAATT_1.bed	C2F5LACXX_6_TTCGAA_1.bed	C2F5JACXX_8_GCACTT_1.bed	C2F8BACXX_4_TGACCA_1.bed	C2F7PACXX_2_CTTGTA_1.bed	C37FTACXX_4_ATAATT_1.bed	SRS380305_1.bed	C2F5LACXX_7_CTGCTG_1.bed	SRS380321_1.bed	SRS380406_1.bed	SRS380449_1.bed	C2F5JACXX_2_TGGCGC_1.bed	C34AYACXX_3_TAATCG_1.bed	SRS380310_1.bed	SRS380341_1.bed	SRS380419_1.bed	SRS380316_1.bed	C2EJBACXX_4_CGTACG_1.bed	C2PVKACXX_3_TGGCGC_1.bed	C2F5JACXX_5_GAAACC_1.bed	C2PNJACXX_1_AAACAT_1.bed	SRS380447_1.bed	C2F5JACXX_8_AAACAT_1.bed	C2PTNACXX_4_GCTCCA_1.bed	SRS380380_1.bed	SRS380347_1.bed	SRS380367_1.bed	C2F5JACXX_4_ATCTAT_1.bed	C2F5JACXX_7_AGAAGA_1.bed	SRS380350_1.bed	SRS380393_1.bed	SRS380278_1.bed	SRS380338_1.bed	SRS380364_1.bed	SRS380301_1.bed	C2F5JACXX_1_CACTCA_1.bed	SRS380366_1.bed	C2NR9ACXX_1_AAATGC_1.bed	SRS380287_1.bed	C2PJTACXX_5_CTAGCT_1.bed	C2F7PACXX_3_CCGCAA_1.bed	C2F7PACXX_8_CGAGAA_1.bed	C2F5JACXX_5_GCCTTA_1.bed	C2EJBACXX_1_CCTTAG_1.bed	SRS380331_1.bed	SRS380293_1.bed	SRS380289_1.bed	SRS380377_1.bed	SRS380437_1.bed	C2PJTACXX_8_ATGAGC_1.bed	SRS380436_1.bed	C2F7PACXX_8_AGCGCT_1.bed	SRS380343_1.bed	C2F7PACXX_5_GCTCCA_1.bed	C2NR9ACXX_7_CATTTT_1.bed	C2NR9ACXX_1_AAGGAC_1.bed	C37FTACXX_8_TGACCA_1.bed	C2PNJACXX_3_TCGAAG_1.bed	C2F7PACXX_5_GTAGAG_1.bed	SRS380375_1.bed	C2EJBACXX_8_ACTGAT_1.bed	C2F8BACXX_8_AGGTTT_1.bed	C37FTACXX_5_TGCTGG_1.bed	SRS616789_1.bed	SRS380392_1.bed
RRAS:ENSG00000126458:E2.3-E3.1|ENSG00000126458:I2.1-E3.1	0.703125	1	0.986354776	1	1	0.688888889	1		1	1	1	1	0.263157895	1	0.615384615	1	1	1	1	1	1	1	1	0.47826087	0.777777778	1	1	0.581081081		0.558139535	1	0.272727273	0.265306122			1	1	1	1		1	1		1	0.365853659	1	0.307692308	0.8515625	0.839285714	1	1	0.617283951	0.810344828	1		1	1		1	1	0.98015873	1	0.275862069	1	1	1	1	1	0.133333333	1	0.347222222	0.037037037	1	1	0.464285714	0.835820896	1	0.696078431	0.125	0	1	0.414634146	1
BECN1:ENSG00000126581:E7.1-E8.1|ENSG00000126581:I7.1-E8.1	0.525477707	0.64	0.961832061	0.691666667	0.91509434	0.726872247	0.968253968	0.756097561	0.876404494	0.615671642	0.567251462	0.890909091	0.514285714	0.948717949	0.613333333	0.488188976	0.334728033	0.882882883	0.900826446	1	0.904761905	1	1	0.662698413	0.483221477	1	0.573487032	0.47107438	0.461538462	0.988304094	0.704761905	0.874680307	0.404825737		0.361702128	0.846153846	0.684824903	1	0.806282723	0.67481203	0.494382022	0.622093023	0.494152047	0.647272727	0.492795389	0.443661972	0.772151899	0.5625	0.707407407	0.559055118	0.772435897	0.539083558	0.535447761	0.872483221	0.41580756	0.719827586	0.622641509	0.577669903	1	0.96	0.989361702	0.700854701	0.621323529	0.717391304	0.910526316	0.350797267	0.781914894	0.483870968	0.518610422	0.510638298	0.247086247	0.382022472	0.581939799	0.731958763	0.624161074	0.692982456	0.665116279	0.432142857	0.789115646	0.808510638	0.613861386	0.381355932	0.716535433
TRAP1:ENSG00000126602:I19.1-E20.1|ENSG00000126602:E19.1-E20.1	0.261707989	0.044585987	0	0.148514851	0	0.026086957	0	0	0	0.09375	0	0	0	0	0	0	0	0	0	0.217821782	0	0	0.013636364	0.210810811	0.111764706	0	0.104294479	0.106870229	0	0	0	0	0		0.201342282	0.104938272	0.09540636	0	0	0	0	0	0	0.047120419	0.091954023	0	0	0.241134752	0.06710311	0.038194444	0.054901961	0.06918239	0.05	0.015267176	0	0.253333333	0.04245283	0	0.3	0	0	0.133757962	0.456953642	0.035433071	0.129032258	0	0.153846154	0.583333333	0.153623188	0	0.203007519	0	0.186666667	0.094488189	0	0.320855615	0	0.58	0		0.064257028	0.2	0.083484574
TRAP1:ENSG00000126602:E19.1-E20.1|ENSG00000126602:I19.1-E20.1	0.624708625	0.903614458	1	0.781818182	1	0.949152542	1	1	1	0.84057971	1	1	1	1	1	1	1	0.990536278	1	0.686956522	1	1	0.970917226	0.653243848	0.807486631	1	0.815642458	0.818181818	1	1	1	0.994949495	1		0.71257485	0.783783784	0.870748299	1	1	1	1	1	1	0.919191919	0.797979798	1	1	0.63880597	0.904761905	0.899350649	0.86535009	0.860465116	0.896995708	0.969924812	1	0.658823529	0.931192661	1	0.608695652	1	1	0.804733728	0.333333333	0.91588785	0.837931034	1	0.764478764	0.257731959	0.748717949	1	0.697368421	1	0.726190476	0.827338129	1	0.547413793	1	0.316582915	1		0.885931559	0.733333333	0.833333333
AHDC1:ENSG00000126705:E4.2-E6.3|ENSG00000126705:E4.2-E5.1	0.326086957	0.444444444	0.666666667	0.279411765	0.486111111	0.431818182	0.4	0.363636364	0.438596491	0.425925926	0.3	0.735294118	0.382165605	0.717948718	0	0.321428571	0.472222222	0.676923077	1	0	0.710526316	0.594594595	0.356589147	0.571428571	0.175572519	0	0.529411765	0.213017751	0.167919799	0.512658228	0.5	0.50877193	0.428571429		0.195652174	0.1875	0.4375	0.615384615	0.6	0.52	0.23364486	0.153846154	0.64893617	0.366666667	0.5	0.285714286	0.456521739	0.234693878	0.40625	0.1	0.416666667	0.212765957	0.458452722	0.36	0.284552846	0.265822785	0.310126582	0.238461538	0.441176471		0.840909091	0.487804878	0.212121212	0.420289855	0.350877193	0.213740458	0.230769231	0.125	0.116883117	0.111111111	0.189542484	0.369426752	0.192771084	0.731343284	0.333333333	0.352941176	0.587878788	0.112244898	0.461538462	0.335664336		0.292134831	0.303571429
ELK1:ENSG00000126767:I4.2-E6.1|ENSG00000126767:I4.2-I5.1	0.833333333	0.818181818	0.79	0.773195876	0.833333333	0.762237762	0.660287081	0.743589744	0.551378446	0.830882353	0.80239521	0.734693878	0.708860759	0.817073171	0.523809524	0.677966102	0.901098901	0.934640523	0.4375	0.849056604	0.542168675	0.743243243	0.72	0.759259259	0.650793651	1	0.7625	0.764367816	0.746753247	0.612903226	0.847222222	0.886486486	0.532258065		0.627118644	0.743119266	0.727868852	0.65625	0.686567164	0.753246753	0.6	0.86440678	0.668831169	0.729032258	0.617647059	0.363636364	0.622807018	0.743589744	0.75	0.663043478	0.842307692	0.775510204	0.699530516	0.724137931	0.632075472	0.988235294	0.666666667	0.935483871	1	0.697674419	0.886792453	0.634615385	0.771653543	0.737037037	0.882352941	0.675675676	0.818791946	0.867256637	0.848039216	0.898550725	0.887096774	0.75	0.792	0.869863014	0.949152542	0.926470588	0.714285714	0.77173913	0.751677852	1	0.844036697	0.978494624	0.861788618
PCNXL4:ENSG00000126773:E1.5-E2.1|ENSG00000126773:E1.5-I1.1_60564683	0.2	0.295454545	0.229166667	0.283018868	0.113207547	0.18	0.128205128			0.464285714	0.183673469	0	0.16	0.088235294	0	0.121212121	0.12	0	0.176470588	0.166666667	0.149425287	0.306122449	0.106382979	0.2	0.208955224	0.003731343	0.222222222	0.340425532	0.513513514	0.055555556	0.432432432	0.424731183	0.212121212		0.210526316	0.106060606	0.257142857	0.145833333	0.346938776	0.279411765	0.048	0	0.277108434	0.136986301	0.206349206	0.363636364	0.134020619	0.506329114	0.420289855	0.181818182	0.40625	0.175257732	0.147368421	0.363636364	0.206896552	0.212290503	0.388888889	0.393939394	0.026315789	0	0.672727273	0.042553191	0.313432836	0.381578947	0.461538462	0.156862745	0.435897436	0.588235294	0.327272727	0	0.442622951	0.285714286	0.533333333	0.15625	0.391304348	0.315789474	0.109090909	0.52173913	0.28358209	0.52	0.24	0.233333333	0.573333333
KTN1:ENSG00000126777:E39.2-E40.1|ENSG00000126777:E37.5-E40.1	0.449612403	0.593333333	0.75	0.371710526	0.333333333	0.411971831	0.611111111		1	0.569105691	0.545454545	0.285714286	0.420512821	0.126984127		0.227979275	0	0.36			0.535211268	0.647058824		0.355648536	0.473684211		0.460674157	0.281914894	0.391304348	0.45	0.402439024	0.666666667	0.289473684		0.301801802	0.283950617	0.397183099	0.56626506	0.434131737	0.364705882	0.318181818	0.270833333	0.342342342	0.47826087	0.405405405	0.2	0.196808511	0.496932515	0.335849057	0.284313725	0.34375	0.577639752	0.383561644	0.314814815	0.222222222	0.515873016	0.448888889	0.194029851	0.236842105	0.402777778	0.592592593	0.365517241	0.323809524	0.457627119	0.25	0.3625	0.166666667	0.450980392	0.29535865	0.416666667	0.356060606	0.163346614	0.21316166	0.377358491	0.244147157	0.290322581	0.25	0.339285714	0.13559322	0.253521127	0.436408978	0.287937743	0.333333333
KTN1:ENSG00000126777:E37.5-E39.2|ENSG00000126777:E37.5-E40.1	0.451253482	0.635220126	0.872340426	0.365248227	0.5625	0.440972222	0.681818182			0.491935484	0.624	0.210526316	0.418181818	0.152542373		0.294536817	0	0.545454545			0.333333333	0.625	0.941176471	0.437007874	0.5		0.356643357	0.227272727	0.531034483	0.333333333	0.41563786	0.53968254	0.330578512		0.3930131	0.441176471	0.408430233	0.423728814	0.478386167	0.449438202	0.2	0.275862069	0.341666667	0.454545455	0.514705882	0.336448598	0.191860465	0.435714286	0.369175627	0.31372549	0.383838384	0.462121212	0.323076923	0.409836066	0.31147541	0.49137931	0.438818565	0.107438017	0.325581395	0.464788732	0.352941176	0.384146341	0.247191011	0.487603306	0.364705882	0.3875	0.166666667	0.296969697	0.29338843	0.658536585	0.335664336	0.102564103	0.179936306	0.301075269	0.268608414	0.304918033	0.134328358	0.263598326	0.203125	0.08045977	0.449612403	0.405017921	0.391089109
KTN1:ENSG00000126777:E37.5-E40.1|ENSG00000126777:E39.2-E40.1	0.332733813	0.192913386	0.092307692	0.4004914	0.230769231	0.352798054	0.212121212		0	0.261538462	0.251396648	0.6	0.347540984	0.583333333		0.530097087	0.827586207	0.348837209			0.348837209	0.222222222	0.043478261	0.397142857	0.301526718		0.236514523	0.443089431	0.164759725	0.294117647	0.337175793	0.239669421	0.350769231		0.417197452	0.420634921	0.292307692	0.268518519	0.336	0.373015873	0.555555556	0.483870968	0.41875	0.313432836	0.260273973	0.479674797	0.312	0.32	0.413978495	0.451851852	0.447761194	0.259911894	0.378947368	0.316455696	0.288135593	0.278688525	0.315942029	0.544217687	0.538461538	0.349056604	0.333333333	0.311403509	0.503937008	0.296703297	0.495145631	0.339285714	0.714285714	0.398467433	0.493670886	0.274509804	0.353846154	0.594095941	0.538083538	0.395522388	0.506493506	0.496277916	0.623529412	0.344720497	0.708333333	0.457142857	0.332764505	0.296391753	0.402298851
IDUA:ENSG00000127415:E7.1-E8.1|ENSG00000127415:I7.1-E8.1	0.368243243	0.448598131	0.917266187	0.65	0.333333333	0.831932773	0.867269985	0.615384615	0.825	0.545454545	1	0.765957447	0.285714286	0.840466926	0.384615385	0.535714286	0.319749216	0.430379747	0.5125	0.545454545	0.97752809	1	0.76875	0.504424779	0.357142857	1	0.306878307	0.527027027	0.589285714	0.872727273	0.538922156	0.688821752	0.2		0.458646617	0.576086957	0.308176101	0.954545455	0.416666667	0.617283951	0.482142857	0.916666667	0.714285714	0.366559486	0.750677507	0.5	0.9	0.456896552	0.311627907	0.309278351	0.472850679	0.353312303	0.316348195	0.945945946	0.303703704	0.384615385	0.330543933	1	0.455882353	0.890410959	0.885204082	0.675675676	0.395973154	0.563694268	0.5	0.281081081	0.529032258	0.638095238	0.467479675	0.536231884	0.392	0.264367816	0.267605634	0.852791878	0.496453901	0.492307692	0.733333333	0.235714286	0.391304348		0.381443299	0.352941176	0.513978495
EMC1:ENSG00000127463:E6.1-E7.2|ENSG00000127463:I6.1-E7.1	0.778894472	1	1	1		0.83490566	1			1	0.939393939	1	0.388235294	1	1	1		1	1	1	1	1	1	0.734177215	0.619047619	0.787234043	0.294117647	0.656716418	0.537037037	0.378787879	0.975609756	0.907407407	0.711864407		0.5625	0.952380952	0.795918367	1	1	0.621212121	1		0.463414634	0.978947368	0.527272727	0.271428571	1	0.803797468	0.973684211	0.980392157	0.901734104	0.817391304	0.79787234	0.992307692	0.266666667	1	0.793478261	1	1	1	1	1	0.756756757	0.85915493	0.580645161	0.603773585	0.821705426	0.568965517	0.803278689	1	1	0.2	0.806122449	1	0.629032258	1	0.8	0.795918367	0.434782609	0.171717172	0.693069307	0.71875	0.985074627
UBR4:ENSG00000127481:E86.1-I86.1|ENSG00000127481:E86.1-E87.2	0.474452555	0.711538462	0	0.294871795	0.662576687	0.503496503	0	0		0.244019139	0.324675325	0	0.514851485	0	0	0.620689655	0.28125	0	1				0	0.518518519	0.290322581		0.472560976	0.235632184	0.185064935	0.718390805	0.764705882	0.418103448	0.601226994		0.314049587	0.721518987	0.344086022	0.192307692	0.411764706	0.381107492	0	0	0.297921478	0.488372093	0.477477477	0.685714286	0.679245283	0.311284047	0.342592593	0.458333333	0.288557214	0.351674641	0.382736156	0.379310345	0.554493308	0.651162791	0.470175439	0.7	0	0	0.6	0.720779221	0.409090909	0.293233083	0.614035088	0.484419263	0.08988764	0.363636364	0.373737374	0.7	0.329230769	0.594142259	0.674698795	0.654545455	0.739130435	0.482142857	0.616	0.545275591	0.854545455	0.730337079	0.708108108	0.402877698	0.1875
UBR4:ENSG00000127481:E86.1-E87.2|ENSG00000127481:E86.1-I86.1	0.35678392	0.185714286	0.6	0.490740741	0.204819277	0.335078534	0.96	1		0.614107884	0.388888889	1	0.333333333	1	1	0.133333333	0.638888889	0.793103448	0				1	0.243243243	0.479750779		0.354401806	0.563063063	0.260047281	0.236714976	0.163265306	0.342857143	0.254665203		0.557491289	0.140495868	0.475	0.617647059	0.379746835	0.489010989	0.888888889	0.911764706	0.526315789	0.352941176	0.3847487	0.208791209	0.145679012	0.554054054	0.501992032	0.347328244	0.612334802	0.545064378	0.466840052	0.45	0.27148704	0.227272727	0.365853659	0.149019608	1	1	0.191176471	0.151658768	0.437037037	0.564417178	0.328358209	0.289667897	0.804123711	0.482758621	0.471590909	0.214285714	0.541450777	0.261829653	0.18877551	0.220238095	0.148275862	0.317073171	0.185628743	0.299401198	0.06147541	0.042145594	0.157706093	0.311827957	0.685430464
SIN3B:ENSG00000127511:I9.1-E10.1|ENSG00000127511:E9.1-E10.1	0.231884058	0	0	0	0	0	0		0	0	0	0	0	0		0.222222222	0			0				0.326923077	0	0	0	0.195121951	0.194029851	0	0	0.195652174	0		0		0	0	0	0	0	0	0.243902439	0.21875	0			0.196969697	0.328767123	0	0	0	0	0	0.3	0	0.193548387					0.24	0.153846154	0.101449275		0.271186441	0.180327869		0		0.357142857	0	0.418181818	0.428571429	0.3125	0	0.176470588	0.275		0	0	0	0.204545455
SIN3B:ENSG00000127511:E9.1-I9.1|ENSG00000127511:E9.1-E10.1	0.345679012	0	0	0	0	0	0		0	0	0	0	0	0		0.3	0			0				0.3	0	0	0	0.25	0.34939759	0	0	0.274509804	0		0		0	0	0	0	0	0	0.279069767	0.215384615	0			0.273972603	0.337837838	0	0	0	0	0	0.3	0	0.180327869					0.269230769	0.266666667	0.088235294		0.402777778	0.166666667		0		0.217391304	0	0.529411765	0.578947368	0.52173913	0	0.222222222	0.348314607		0	0	0	0.406779661
CHTF18:ENSG00000127586:I7.1-E8.1|ENSG00000127586:E7.2-E8.1	0.48	0.434782609	0	0	0	0.195121951	0			0.475	0	0	0.368421053	0		0.466666667	0.775510204	0	0	0	0	0.53125	0	0.473684211	0.288461538		0.438596491	0	0.352941176		0.4	0.482758621	0.351351351		0.441176471	0.461538462	0.211538462		0.363636364	0.358974359			0.461538462	0.607692308	0.5		0	0.533333333	0.592920354	0.55	0.46969697	0.455445545	0.415584416	0.527777778	0.5	0	0.495867769			0	0	0.2	0.468085106	0.564102564	0	0.543209877	0.333333333	0	0.443478261	1	0.358024691		0.529411765	0	0.588235294	0.482758621		0.524793388		0.8	0.40625	0.6	0.543209877
CHTF18:ENSG00000127586:E7.2-E8.1|ENSG00000127586:E7.2-I7.1	0.155555556	0.372881356	1	0.818181818	0.888888889	0.604166667	0.931818182			0.239726027	1	0.8	0.28	1		0.285714286	0.069306931	0.866666667	0	1	1	0.319148936	1	0.21182266	0.363636364		0.191489362	1	0.181818182		0.48	0.263157895	0.282608696		0.264705882	0.1875	0.515151515		0.411764706	0.259259259			0.1	0.207792208	0.181818182		0.642857143	0.208791209	0.164502165	0.18226601	0.247826087	0.148514851	0.275862069	0.34	0.163461538	1	0.272251309			1	1	0.288461538	0.189655172	0.22513089	1	0.176829268	0.343891403	0.5	0.211009174	0	0.266666667		0.163636364	0.545454545	0.0625	0.365853659		0.213333333		0.090909091	0.294736842	0.180851064	0.237547893
CHTF18:ENSG00000127586:E7.2-I7.1|ENSG00000127586:E7.2-E8.1	0.606060606	0.333333333	0	0	0	0.175	0			0.611111111	0	0	0.333333333	0		0.542857143	0.825396825	0	0	0	0	0.5	0	0.597315436	0.274509804		0.536231884	0	0.3125		0.294117647	0.651162791	0.272727273		0.472222222	0.611111111	0.254545455		0.461538462	0.375			0.5	0.664473684	0.533333333		0	0.611111111	0.719512195	0.695945946	0.583333333	0.647435897	0.464285714	0.451612903	0.683544304	0	0.534351145			0	0	0.377777778	0.615384615	0.592	0	0.691666667	0.544444444	0	0.616766467	1	0.428571429		0.567567568	0	0.681818182	0.444444444		0.643962848		0.857142857	0.449275362	0.639344262	0.572254335
MACF1:ENSG00000127603:E67.1-E69.1|ENSG00000127603:E67.1-E70.1	0.553571429	0.636363636		0.636363636	0.8	0.537037037				0.707317073			0.689189189		0.722222222	0.717391304		0.674418605			0.083333333	1		0.76	0.537777778	1	0.461538462	0.68627451	0.583333333	0.428571429	0.565217391	0.731343284	0.513513514		0.403669725	0.925	0.818181818		0.642857143	0.438095238	0.380952381	0.476190476	0.516129032	0.625	0.49375	0.75308642	0.236363636	0.709302326	0.790322581	0.527777778	0.74015748	0.519774011	0.379310345		0.292397661	0.56626506	0.612903226	0.742857143	0.666666667		0.416666667	0.597014925	0.813186813	0.729559748	1	0.314285714	1	0.6	0.744262295		0.688622754	0.577981651	0.760204082	0.675324675	0.920634921	1	0.769230769	0.504178273	0.75	0.74	0.524590164	0.754601227	0.931654676
MACF1:ENSG00000127603:E8.2-E9.1|ENSG00000127603:E7.3-E9.1	0.227272727	0.75	0.8	0.538461538	0.344827586	0.731707317	0.714285714	0.307692308	0.739130435	0.301075269	0.541666667	0.53125	0.161290323	0.663551402	0.627659574	0.642105263	0.305882353	0.568181818	0.8	0.452380952	0.639455782	0.608695652	0.52238806	0.846153846	0.343137255		0.286919831	0.28358209	0.153477218	0.285714286	0.807692308	0.666666667	0.354948805		0.661971831	0.716814159	0.482142857	0.558139535	0.75	0.680555556	0.426008969	0.052631579	0.514423077	0.669064748	0.688172043	0.75862069	0.394736842	0.649681529	0.387387387	0.700934579	0.427419355	0.421965318	0.188811189	0.770833333	0.563909774	0.746031746	0.391089109	0.545454545	0.811111111	0.425925926	0.692307692	0.59223301	0.373737374	0.538461538	0.794117647	0.678362573	0.545454545	0	0.375314861	0.618556701	0.078534031	0.142857143	0.37755102	0.669902913	0.318181818	0.647058824	0.370967742	0.238505747	0.7125	0.409090909	0.222222222	0.492753623	0.402684564
MACF1:ENSG00000127603:E61.1-E62.1|ENSG00000127603:E61.1-E63.1	0.511904762	0.166666667		0.117647059	0.307692308	0.236363636			0	0.070707071	0.421052632	0.117647059	0.304347826	0.733333333		0.363636364		0.217391304				0	0.473684211	0.107142857	0.12745098	0.9	0.323420074	0.186440678	0.2125	0.84375	0	0.06	0.318777293		0.133858268	0.151515152	0.327586207	0.142857143		0.164473684		0.111111111	0.195266272	0.154411765	0.130232558	0.247524752	0.417721519	0.162729659	0.121338912	0.176470588	0.292307692	0.19895288	0.313043478	0.535714286	0.295918367	0.470588235	0.262172285	0.5	0			0.234567901	0.178571429	0.154205607	0.515151515	0.335664336	0.214285714	0.733333333	0.298901099	0.888888889	0.358565737	0.522222222	0.205882353	0.462686567	0.14893617	0.535714286	0.625	0.846153846	0.428571429	0.41509434	0.567567568	0.185714286	0.18556701
MACF1:ENSG00000127603:E48.1-E49.1|ENSG00000127603:E44.2-E51.1	0.461538462	0.863636364	0.705882353	0.75	0.80952381	0.789473684	0.777777778			0.76344086	0.35	0.678571429	0.666666667	1	1	0.769230769	0	0.457142857	1	1	1	1	1	0.923076923	0.715277778	0.444444444	0.7421875	0.612716763	0.465437788	0.022222222	0.916666667	0.8	0.527881041		0.699029126	0.785714286	0.87804878	0.818181818		0.595505618	0.032258065		0.639175258	0.729411765	0.756097561	0.74137931	0.621212121	0.767973856	0.720858896	0.529411765	0.66875	0.593333333	0.71641791	0.923076923	0.567164179	0.930232558	0.503703704	0.28125	1	1	0.45	0.730769231	0.816091954	0.617647059	0.581395349	0.646017699	0.793103448		0.412371134	0.5	0.443548387	0.353658537	0.602040816	0.554347826	0.434782609	0.58490566	0.769230769	0.165048544	0.684210526	0.144927536	0.40625	0.647887324	0.683544304
MACF1:ENSG00000127603:E47.1-E48.1|ENSG00000127603:E44.2-E51.1	0.376811594	0.769230769		0.588235294	0.764705882	0.594594595	0.789473684			0.777777778	0.133333333	0.4	0.5	1		0.272727273	0	0.424242424			1			0.733333333	0.674242424	0.5	0.650793651	0.441717791	0.429245283	0.083333333	0.888888889	0.725352113	0.484375		0.672131148	0.47826087	0.854166667	0.833333333	1	0.518987342	0.117647059		0.545454545	0.733333333	0.712	0.655172414	0.404761905	0.701863354	0.677740864	0.5	0.613138686	0.573426573	0.71641791		0.475177305	0.94	0.53164557	0			0.45	0.641025641	0.694117647	0.528985507	0.357142857	0.628205128	0.714285714		0.446945338	0	0.458646617	0.138888889	0.488095238	0.408602151	0.5	0.45	0.7	0.179245283	0.590909091	0.092307692	0.393939394	0.534482759	0.677824268
MACF1:ENSG00000127603:E61.1-E63.1|ENSG00000127603:E62.1-E63.1	0.325203252	0.526315789	0.3125	0.586956522	0.692307692	0.582089552			0.947368421	0.736625514	0.578947368	0.707317073	0.461538462	0.210526316	0.16	0.481481481	0	0.6				0.695652174	0.526315789	0.757575758	0.654135338	0.1	0.494505495	0.617161716	0.487025948	0.119047619	0.823529412	0.823529412	0.420489297		0.671826625	0.823529412	0.506493506	0.857142857		0.623115578		0.888888889	0.566371681	0.615384615	0.732	0.598425197	0.342592593	0.614931238	0.67816092	0.625	0.528957529	0.589430894	0.52	0.352941176	0.519083969	0.298245614	0.506666667	0.272727273	0.7			0.632653061	0.610738255	0.633093525	0.307692308	0.440758294	0.578947368	0	0.465288035	0	0.409448819	0.3	0.642276423	0.367346939	0.709090909	0.302325581	0.294117647	0.055660377	0.368421053	0.431034483	0.241935484	0.632183908	0.653444676
HIP1:ENSG00000127946:I21.1-E22.1|ENSG00000127946:E21.1-E22.1	0.240740741	0.205128205	0	0		0.151315789	0.123076923	0		0.27972028	0	0	0.454545455	0	0	0		0	0	0	0	0	0	0.512195122	0	0	0.75	0.346153846	0.857142857		0.255813953	0			0.433333333	0.472222222	0	0	0.290322581				0.697674419	0.304347826	0.31372549	0		0.328407225	0.358490566	0	0.146153846	0.558139535	0.470588235	0.255813953		0	0.586206897	0	0		0.16	0.3125	0.5	0.383647799	0	0.487804878	0.241071429	0	0.471910112		0.603448276	1	0.32	0.607843137	0.5	0.446808511	0.379310345	0.545454545		0.285046729	0	0.583333333	0.224056604
HIP1:ENSG00000127946:E21.1-I21.1|ENSG00000127946:E21.1-E22.1	0.254545455	0.162162162	0	0		0.104166667	0.123076923	0		0.21969697	0	0	0.6	0	0	0		0	0	0	0	0	0	0.344262295	0	0	0.75	0.260869565	0.833333333		0.179487179	0			0.260869565	0.366666667	0	0	0.185185185				0.606060606	0.288888889	0.239130435	0		0.276106195	0.32	0	0.139534884	0.486486486	0.4375	0.2		0	0.384615385	0	0		0.142857143	0.5	0.325301205	0.263157895	0	0.34375	0.105263158	0	0.328571429		0.596491228	1	0.260869565	0.375	0.52173913	0.223880597	0.379310345	0.423076923		0.1	0	0.35483871	0.125
HIP1:ENSG00000127946:E21.1-E22.1|ENSG00000127946:I21.1-E22.1	0.558823529	0.688888889	0.326530612	0.733333333		0.748502994	0.780821918	0		0.587209302	1	1	0.25	1	0	1		0.75	0	1	1	0.720930233	0.473684211	0.368932039	1	1	0.085714286	0.3125	0.083333333		0.62	0.975			0.166666667	0.404255319	1	1	0.611111111				0.142857143	0.474576271	0.483870968	1		0.532026144	0.463768116	0.444444444	0.709459459	0.278688525	0.041666667	0.549019608		1	0.287671233	0.083333333	0.75		0.736842105	0.407407407	0.237410072	0.448453608	0.846153846	0.173076923	0.672131148	1	0.392857143		0.217391304	0	0.370967742	0.317460317	0.176470588	0.440366972	0.45	0.303030303		0.121212121	0.090909091	0.288135593	0.670912951
KLHDC10:ENSG00000128607:E4.1-E5.1|ENSG00000128607:E4.1-E6.1	0.573529412	0.396551724	0.555555556	0.653061224	0.921875	0.6	0.214285714	0.78125	1	0.4	0.681818182	0.709677419	0.735294118	0.881355932	1	0.764044944	0.764705882	0.860465116	1	1	0.860215054	0.854166667	0.722222222	0.4	0.423076923	0.586206897	0.848484848	0.276119403	0.418410042	0.589473684	0.523809524	0.218390805	0.781954887		0.670454545	0.686567164	0.760869565	0.707317073	0.525423729	0.629787234	0.846774194	0.903846154	0.652892562	0.637931034	0.805970149	0.529411765	0.831325301	0.146788991	0.518072289	0.663366337	0.358024691	0.583333333	0.776223776	0.571428571	0.386554622	0.3	0.287671233	0.808139535	0.703125	0.434782609	0.527777778	0.78	0.305882353	0.478723404	0.4	0.777777778	0.333333333	0.315789474	0.464516129	0.940677966	0.431506849	0.571428571	0.276595745	0.75	0.329268293	0.293103448	0.857142857	0.303867403	0.661290323	0.601941748	0.863013699	0.52	0.284153005
